99999=>长株潭-长株潭 changzhutan.x.com 长株潭
1865=>江苏-无锡-南长区 nanzhangqu.x.com 南长区
1866=>江苏-无锡-锡山区 xishanqu.x.com 锡山区
1867=>江苏-无锡-惠山区 huishanqu.x.com 惠山区
1868=>江苏-无锡-滨湖区 binhuqu.x.com 滨湖区
1869=>江苏-无锡-新区 xinqu2.x.com 新区
1872=>江苏-常州-天宁区 tianningqu.x.com 天宁区
1873=>江苏-常州-钟楼区 zhonglouqu.x.com 钟楼区
1874=>江苏-常州-戚墅堰区 qishuyanqu.x.com 戚墅堰区
1875=>江苏-常州-郊区 jiaoqu234.x.com 郊区
1876=>江苏-常州-新北区 xinbeiqu.x.com 新北区
1877=>江苏-常州-武进区 wujinqu.x.com 武进区
1879=>江苏-常州-金坛市 jintanshi.x.com 金坛市
1880=>江苏-淮安-清河区 qinghequ.x.com 清河区
1881=>江苏-淮安-清浦区 qingpuqu.x.com 清浦区
1882=>江苏-淮安-楚州区 chuzhouqu.x.com 楚州区
1883=>江苏-淮安-淮阴区 huaiyinqu.x.com 淮阴区
1884=>江苏-淮安-涟水县 lianshuixian.x.com 涟水县
1885=>江苏-淮安-洪泽县 hongzexian.x.com 洪泽县
1886=>江苏-淮安-盱眙县 xuyixian.x.com 盱眙县
1887=>江苏-淮安-金湖县 jinhuxian.x.com 金湖县
1888=>江苏-连云港-新浦区 xinpuqu.x.com 新浦区
1889=>江苏-连云港-连云区 lianyunqu.x.com 连云区
1890=>江苏-连云港-海州区 haizhouqu.x.com 海州区
1891=>江苏-连云港-赣榆县 ganyuxian.x.com 赣榆县
1892=>江苏-连云港-东海县 donghaixian.x.com 东海县
1893=>江苏-连云港-灌云县 guanyunxian.x.com 灌云县
1894=>江苏-连云港-灌南县 guannanxian.x.com 灌南县
1895=>江苏-南通-崇川区 chongchuanqu.x.com 崇川区
1896=>江苏-南通-港闸区 gangzhaqu.x.com 港闸区
1897=>江苏-南通-经济开发区 jingjikaifaqu2.x.com 经济开发区
1900=>江苏-南通-通州市 tongzhoushi.x.com 通州市
1904=>江苏-宿迁-宿城区 suchengqu.x.com 宿城区
1905=>江苏-宿迁-宿豫区 suyuqu.x.com 宿豫区
1906=>江苏-宿迁-宿豫县 suyuxian.x.com 宿豫县
1908=>江苏-宿迁-泗阳县 siyangxian.x.com 泗阳县
1909=>江苏-宿迁-泗洪县 sihongxian.x.com 泗洪县
1910=>江苏-泰州-海陵区 hailingqu.x.com 海陵区
1911=>江苏-泰州-高港区 gaogangqu.x.com 高港区
1915=>江苏-泰州-姜堰市 jiangyanshi.x.com 姜堰市
1916=>江苏-徐州-云龙区 yunlongqu.x.com 云龙区
1917=>江苏-徐州-鼓楼区 gulouqu234.x.com 鼓楼区
1918=>江苏-徐州-九里区 jiuliqu.x.com 九里区
1919=>江苏-徐州-贾汪区 jiawangqu.x.com 贾汪区
1920=>江苏-徐州-泉山区 quanshanqu.x.com 泉山区
1923=>江苏-徐州-丰县 fengxian.x.com 丰县
1925=>江苏-徐州-铜山县 tongshanxian2.x.com 铜山县
1926=>江苏-徐州-睢宁县 suiningxian2.x.com 睢宁县
1927=>江苏-盐城-城区 chengqu2.x.com 城区
1928=>江苏-盐城-亭湖区 tinghuqu.x.com 亭湖区
1929=>江苏-盐城-盐都区 yandouqu.x.com 盐都区
1930=>江苏-盐城-盐都县 yandouxian.x.com 盐都县
1932=>江苏-盐城-大丰市 dafengshi.x.com 大丰市
1933=>江苏-盐城-响水县 xiangshuixian.x.com 响水县
1934=>江苏-盐城-滨海县 binhaixian.x.com 滨海县
1935=>江苏-盐城-阜宁县 funingxian2.x.com 阜宁县
1937=>江苏-盐城-建湖县 jianhuxian.x.com 建湖县
1938=>江苏-扬州-广陵区 guanglingqu.x.com 广陵区
1939=>江苏-扬州-维扬区 weiyangqu.x.com 维扬区
1940=>江苏-扬州-邗江区 hanjiangqu2.x.com 邗江区
1943=>江苏-扬州-江都市 jiangdoushi.x.com 江都市
1944=>江苏-扬州-宝应县 baoyingxian.x.com 宝应县
1945=>江苏-镇江-京口区 jingkouqu.x.com 京口区
1946=>江苏-镇江-润州区 runzhouqu.x.com 润州区
1947=>江苏-镇江-丹徒区 dantuqu.x.com 丹徒区
1949=>江苏-镇江-扬中市 yangzhongshi.x.com 扬中市
3222=>浙江-杭州-西湖区 xihuqu23.x.com 西湖区
3223=>浙江-杭州-上城区 shangchengqu.x.com 上城区
3224=>浙江-杭州-下城区 xiachengqu.x.com 下城区
3225=>浙江-杭州-拱墅区 gongshuqu.x.com 拱墅区
3226=>浙江-杭州-滨江区 binjiangqu.x.com 滨江区
3227=>浙江-杭州-江干区 jiangganqu.x.com 江干区
3228=>浙江-杭州-萧山区 xiaoshanqu.x.com 萧山区
3229=>浙江-杭州-余杭区 yuhangqu.x.com 余杭区
3230=>浙江-杭州-市郊 shijiao2.x.com 市郊
3231=>浙江-杭州-建德市 jiandeshi.x.com 建德市
3232=>浙江-杭州-富阳市 fuyangshi.x.com 富阳市
3233=>浙江-杭州-临安市 linanshi.x.com 临安市
3234=>浙江-杭州-桐庐县 tongluxian.x.com 桐庐县
3235=>浙江-杭州-淳安县 chunanxian.x.com 淳安县
3236=>浙江-湖州-吴兴区 wuxingqu.x.com 吴兴区
3237=>浙江-湖州-南浔区 nanxunqu.x.com 南浔区
3238=>浙江-湖州-德清县 deqingxian2.x.com 德清县
3240=>浙江-湖州-安吉县 anjixian.x.com 安吉县
3241=>浙江-嘉兴-南湖区 nanhuqu.x.com 南湖区
3242=>浙江-嘉兴-秀洲区 xiuzhouqu.x.com 秀洲区
3247=>浙江-嘉兴-海盐县 haiyanxian2.x.com 海盐县
3248=>浙江-金华-婺城区 wuchengqu.x.com 婺城区
3249=>浙江-金华-金东区 jindongqu.x.com 金东区
3250=>浙江-金华-兰溪市 lanxishi.x.com 兰溪市
3251=>浙江-金华-市区 shiqu2.x.com 市区
3252=>浙江-金华-佛堂镇 futangzhen.x.com 佛堂镇
3253=>浙江-金华-上溪镇 shangxizhen.x.com 上溪镇
3254=>浙江-金华-义亭镇 yitingzhen.x.com 义亭镇
3255=>浙江-金华-大陈镇 dachenzhen.x.com 大陈镇
3256=>浙江-金华-苏溪镇 suxizhen.x.com 苏溪镇
3257=>浙江-金华-赤岸镇 chianzhen.x.com 赤岸镇
3260=>浙江-金华-武义县 wuyixian2.x.com 武义县
3261=>浙江-金华-浦江县 pujiangxian23.x.com 浦江县
3262=>浙江-金华-磐安县 pananxian.x.com 磐安县
3263=>浙江-丽水-莲都区 liandouqu.x.com 莲都区
3264=>浙江-丽水-龙泉市 longquanshi.x.com 龙泉市
3265=>浙江-丽水-青田县 qingtianxian.x.com 青田县
3266=>浙江-丽水-缙云县 jinyunxian.x.com 缙云县
3267=>浙江-丽水-遂昌县 suichangxian.x.com 遂昌县
3268=>浙江-丽水-松阳县 songyangxian.x.com 松阳县
3269=>浙江-丽水-云和县 yunhexian.x.com 云和县
3270=>浙江-丽水-庆元县 qingyuanxian2.x.com 庆元县
3271=>浙江-丽水-景宁 jingning.x.com 景宁
3272=>浙江-宁波-海曙区 haishuqu.x.com 海曙区
3273=>浙江-宁波-江东区 jiangdongqu.x.com 江东区
3274=>浙江-宁波-江北区 jiangbeiqu.x.com 江北区
3275=>浙江-宁波-镇海区 zhenhaiqu.x.com 镇海区
3276=>浙江-宁波-北仑区 beilunqu.x.com 北仑区
3277=>浙江-宁波-鄞州区 yinzhouqu2.x.com 鄞州区
3280=>浙江-宁波-奉化市 fenghuashi.x.com 奉化市
3281=>浙江-宁波-象山县 xiangshanxian.x.com 象山县
3283=>浙江-绍兴-越城区 yuechengqu.x.com 越城区
3284=>浙江-绍兴-上虞市 shangyushi.x.com 上虞市
3286=>浙江-绍兴-绍兴县 shaoxingxian.x.com 绍兴县
3287=>浙江-绍兴-新昌县 xinchangxian.x.com 新昌县
3289=>浙江-台州-椒江区 jiaojiangqu.x.com 椒江区
3290=>浙江-台州-黄岩区 huangyanqu.x.com 黄岩区
3291=>浙江-台州-路桥区 luqiaoqu.x.com 路桥区
3293=>浙江-台州-临海市 linhaishi.x.com 临海市
3295=>浙江-台州-三门县 sanmenxian.x.com 三门县
3296=>浙江-台州-天台县 tiantaixian.x.com 天台县
3297=>浙江-台州-仙居县 xianjuxian.x.com 仙居县
3298=>浙江-温州-鹿城区 luchengqu.x.com 鹿城区
3299=>浙江-温州-龙湾区 longwanqu.x.com 龙湾区
3300=>浙江-温州-瓯海区 ouhaiqu.x.com 瓯海区
3303=>浙江-温州-洞头县 dongtouxian.x.com 洞头县
3304=>浙江-温州-永嘉县 yongjiaxian.x.com 永嘉县
3305=>浙江-温州-平阳县 pingyangxian.x.com 平阳县
3307=>浙江-温州-文成县 wenchengxian.x.com 文成县
3308=>浙江-温州-泰顺县 taishunxian.x.com 泰顺县
3309=>浙江-舟山-定海区 dinghaiqu.x.com 定海区
3310=>浙江-舟山-普陀区 putuoqu2.x.com 普陀区
3311=>浙江-舟山-岱山县 daishanxian.x.com 岱山县
3312=>浙江-舟山-嵊泗县 shengsixian.x.com 嵊泗县
3313=>浙江-衢州-衢州市 quzhoushi.x.com 衢州市
3314=>浙江-衢州-江山市 jiangshanshi.x.com 江山市
3315=>浙江-衢州-常山县 changshanxian.x.com 常山县
3316=>浙江-衢州-开化县 kaihuaxian.x.com 开化县
3317=>浙江-衢州-龙游县 longyouxian.x.com 龙游县
2696=>上海-上海-长宁区 zhangningqu.x.com 长宁区
2697=>上海-上海-闸北区 zhabeiqu.x.com 闸北区
2698=>上海-上海-闵行区 minxingqu.x.com 闵行区
2699=>上海-上海-徐汇区 xuhuiqu.x.com 徐汇区
2700=>上海-上海-浦东新区 pudongxinqu.x.com 浦东新区
2701=>上海-上海-杨浦区 yangpuqu.x.com 杨浦区
2702=>上海-上海-普陀区 putuoqu.x.com 普陀区
2703=>上海-上海-静安区 jinganqu.x.com 静安区
2704=>上海-上海-卢湾区 luwanqu.x.com 卢湾区
2705=>上海-上海-虹口区 hongkouqu.x.com 虹口区
2706=>上海-上海-黄浦区 huangpuqu2.x.com 黄浦区
2707=>上海-上海-南汇区 nanhuiqu.x.com 南汇区
2708=>上海-上海-松江区 songjiangqu.x.com 松江区
2709=>上海-上海-嘉定区 jiadingqu.x.com 嘉定区
2710=>上海-上海-宝山区 baoshanqu2.x.com 宝山区
2711=>上海-上海-青浦区 qingpuqu2.x.com 青浦区
2712=>上海-上海-金山区 jinshanqu.x.com 金山区
2713=>上海-上海-奉贤区 fengxianqu.x.com 奉贤区
2714=>上海-上海-崇明县 chongmingxian.x.com 崇明县
193=>湖南-长沙 zhangsha.x.com 长沙
208=>吉林-吉林 jilin2.x.com 吉林
278=>青海-玉树 yushu.x.com 玉树
341=>西藏-阿里 ali.x.com 阿里
372=>云南-红河 honghe.x.com 红河
376=>云南-西双版纳 xishuangbanna.x.com 西双版纳
685=>广东-广州-从化市 conghuashi.x.com 从化市
686=>广东-广州-天河区 tianhequ.x.com 天河区
687=>广东-广州-东山区 dongshanqu.x.com 东山区
688=>广东-广州-白云区 baiyunqu.x.com 白云区
689=>广东-广州-海珠区 haizhuqu.x.com 海珠区
690=>广东-广州-荔湾区 liwanqu.x.com 荔湾区
691=>广东-广州-越秀区 yuexiuqu.x.com 越秀区
692=>广东-广州-黄埔区 huangpuqu.x.com 黄埔区
693=>广东-广州-番禺区 fanyuqu.x.com 番禺区
694=>广东-广州-花都区 huadouqu.x.com 花都区
695=>广东-广州-增城区 zengchengqu.x.com 增城区
696=>广东-广州-从化区 conghuaqu.x.com 从化区
697=>广东-广州-市郊 shijiao.x.com 市郊
698=>广东-深圳-福田区 futianqu.x.com 福田区
699=>广东-深圳-罗湖区 luohuqu.x.com 罗湖区
700=>广东-深圳-南山区 nanshanqu.x.com 南山区
701=>广东-深圳-宝安区 baoanqu.x.com 宝安区
702=>广东-深圳-龙岗区 longgangqu.x.com 龙岗区
703=>广东-深圳-盐田区 yantianqu.x.com 盐田区
704=>广东-潮州-湘桥区 xiangqiaoqu.x.com 湘桥区
705=>广东-潮州-潮安县 chaoanxian.x.com 潮安县
706=>广东-潮州-饶平县 raopingxian.x.com 饶平县
707=>广东-东莞-南城区 nanchengqu.x.com 南城区
708=>广东-东莞-东城区 dongchengqu2.x.com 东城区
709=>广东-东莞-万江区 wanjiangqu.x.com 万江区
710=>广东-东莞-莞城区 guanchengqu.x.com 莞城区
711=>广东-东莞-石龙镇 shilongzhen.x.com 石龙镇
712=>广东-东莞-虎门镇 humenzhen.x.com 虎门镇
713=>广东-东莞-麻涌镇 mayongzhen.x.com 麻涌镇
714=>广东-东莞-道滘镇 daojiaozhen.x.com 道滘镇
715=>广东-东莞-石碣镇 shijiezhen.x.com 石碣镇
716=>广东-东莞-沙田镇 shatianzhen.x.com 沙田镇
717=>广东-东莞-望牛墩镇 wangniudunzhen.x.com 望牛墩镇
718=>广东-东莞-洪梅镇 hongmeizhen.x.com 洪梅镇
719=>广东-东莞-茶山镇 chashanzhen.x.com 茶山镇
720=>广东-东莞-寮步镇 liaobuzhen.x.com 寮步镇
721=>广东-东莞-大岭山镇 dalingshanzhen.x.com 大岭山镇
722=>广东-东莞-大朗镇 dalangzhen.x.com 大朗镇
723=>广东-东莞-黄江镇 huangjiangzhen.x.com 黄江镇
724=>广东-东莞-樟木头 zhangmutou.x.com 樟木头
725=>广东-东莞-凤岗镇 fenggangzhen.x.com 凤岗镇
726=>广东-东莞-塘厦镇 tangshazhen.x.com 塘厦镇
727=>广东-东莞-谢岗镇 xiegangzhen.x.com 谢岗镇
728=>广东-东莞-厚街镇 houjiezhen.x.com 厚街镇
729=>广东-东莞-清溪镇 qingxizhen.x.com 清溪镇
730=>广东-东莞-常平镇 changpingzhen.x.com 常平镇
731=>广东-东莞-桥头镇 qiaotouzhen.x.com 桥头镇
732=>广东-东莞-横沥镇 henglizhen.x.com 横沥镇
733=>广东-东莞-东坑镇 dongkengzhen.x.com 东坑镇
734=>广东-东莞-企石镇 qishizhen.x.com 企石镇
735=>广东-东莞-石排镇 shipaizhen.x.com 石排镇
736=>广东-东莞-长安镇 zhanganzhen.x.com 长安镇
737=>广东-东莞-中堂镇 zhongtangzhen.x.com 中堂镇
738=>广东-东莞-高埗镇 gaobuzhen.x.com 高埗镇
739=>广东-佛山-禅城区 chanchengqu.x.com 禅城区
740=>广东-佛山-南海区 nanhaiqu.x.com 南海区
741=>广东-佛山-顺德区 shundequ.x.com 顺德区
742=>广东-佛山-三水区 sanshuiqu.x.com 三水区
743=>广东-佛山-高明区 gaomingqu.x.com 高明区
744=>广东-河源-东源县 dongyuanxian.x.com 东源县
745=>广东-河源-和平县 hepingxian.x.com 和平县
746=>广东-河源-源城区 yuanchengqu.x.com 源城区
747=>广东-河源-连平县 lianpingxian.x.com 连平县
748=>广东-河源-龙川县 longchuanxian.x.com 龙川县
749=>广东-河源-紫金县 zijinxian.x.com 紫金县
750=>广东-惠州-惠阳区 huiyangqu.x.com 惠阳区
751=>广东-惠州-惠城区 huichengqu.x.com 惠城区
752=>广东-惠州-大亚湾 dayawan.x.com 大亚湾
755=>广东-惠州-龙门县 longmenxian.x.com 龙门县
756=>广东-江门-江海区 jianghaiqu.x.com 江海区
757=>广东-江门-蓬江区 pengjiangqu.x.com 蓬江区
758=>广东-江门-新会区 xinhuiqu.x.com 新会区
759=>广东-江门-台山市 taishanshi.x.com 台山市
761=>广东-江门-鹤山市 heshanshi.x.com 鹤山市
762=>广东-江门-恩平市 enpingshi.x.com 恩平市
763=>广东-揭阳-榕城区 rongchengqu.x.com 榕城区
765=>广东-揭阳-揭东县 jiedongxian.x.com 揭东县
766=>广东-揭阳-揭西县 jiexixian.x.com 揭西县
767=>广东-揭阳-惠来县 huilaixian.x.com 惠来县
768=>广东-茂名-茂南区 maonanqu.x.com 茂南区
769=>广东-茂名-茂港区 maogangqu.x.com 茂港区
770=>广东-茂名-高州市 gaozhoushi.x.com 高州市
771=>广东-茂名-化州市 huazhoushi.x.com 化州市
772=>广东-茂名-信宜市 xinyishi.x.com 信宜市
773=>广东-茂名-电白县 dianbaixian.x.com 电白县
774=>广东-梅州-梅县 meixian.x.com 梅县
775=>广东-梅州-梅江区 meijiangqu.x.com 梅江区
776=>广东-梅州-兴宁市 xingningshi.x.com 兴宁市
777=>广东-梅州-大埔县 dapuxian.x.com 大埔县
778=>广东-梅州-丰顺县 fengshunxian.x.com 丰顺县
779=>广东-梅州-五华县 wuhuaxian.x.com 五华县
780=>广东-梅州-平远县 pingyuanxian.x.com 平远县
781=>广东-梅州-蕉岭县 jiaolingxian.x.com 蕉岭县
782=>广东-清远-清城区 qingchengqu.x.com 清城区
783=>广东-清远-英德市 yingdeshi.x.com 英德市
784=>广东-清远-连州市 lianzhoushi.x.com 连州市
785=>广东-清远-佛冈县 fugangxian.x.com 佛冈县
786=>广东-清远-阳山县 yangshanxian.x.com 阳山县
787=>广东-清远-清新县 qingxinxian.x.com 清新县
788=>广东-清远-连山 lianshan.x.com 连山
789=>广东-清远-连南 liannan.x.com 连南
790=>广东-汕头-南澳县 nanaoxian.x.com 南澳县
791=>广东-汕头-潮阳区 chaoyangqu2.x.com 潮阳区
792=>广东-汕头-澄海区 chenghaiqu.x.com 澄海区
793=>广东-汕头-龙湖区 longhuqu.x.com 龙湖区
794=>广东-汕头-金平区 jinpingqu.x.com 金平区
795=>广东-汕头-濠江区 haojiangqu.x.com 濠江区
796=>广东-汕头-潮南区 chaonanqu.x.com 潮南区
797=>广东-汕尾-城区 chengqu.x.com 城区
798=>广东-汕尾-陆丰市 lufengshi.x.com 陆丰市
799=>广东-汕尾-海丰县 haifengxian.x.com 海丰县
800=>广东-汕尾-陆河县 luhexian.x.com 陆河县
801=>广东-韶关-曲江县 qujiangxian.x.com 曲江县
802=>广东-韶关-浈江区 zhenjiangqu.x.com 浈江区
803=>广东-韶关-武江区 wujiangqu.x.com 武江区
804=>广东-韶关-曲江区 qujiangqu.x.com 曲江区
805=>广东-韶关-乐昌市 lechangshi.x.com 乐昌市
806=>广东-韶关-南雄市 nanxiongshi.x.com 南雄市
807=>广东-韶关-始兴县 shixingxian.x.com 始兴县
808=>广东-韶关-仁化县 renhuaxian.x.com 仁化县
809=>广东-韶关-翁源县 wengyuanxian.x.com 翁源县
810=>广东-韶关-新丰县 xinfengxian.x.com 新丰县
811=>广东-韶关-乳源 ruyuan.x.com 乳源
812=>广东-阳江-江城区 jiangchengqu.x.com 江城区
813=>广东-阳江-阳春市 yangchunshi.x.com 阳春市
814=>广东-阳江-阳西县 yangxixian.x.com 阳西县
815=>广东-阳江-阳东县 yangdongxian.x.com 阳东县
816=>广东-云浮-云城区 yunchengqu.x.com 云城区
817=>广东-云浮-罗定市 luodingshi.x.com 罗定市
818=>广东-云浮-新兴县 xinxingxian.x.com 新兴县
819=>广东-云浮-郁南县 yunanxian.x.com 郁南县
820=>广东-云浮-云安县 yunanxian2.x.com 云安县
821=>广东-湛江-赤坎区 chikanqu.x.com 赤坎区
822=>广东-湛江-霞山区 xiashanqu.x.com 霞山区
823=>广东-湛江-坡头区 potouqu.x.com 坡头区
824=>广东-湛江-麻章区 mazhangqu.x.com 麻章区
825=>广东-湛江-廉江市 lianjiangshi.x.com 廉江市
826=>广东-湛江-雷州市 leizhoushi.x.com 雷州市
827=>广东-湛江-吴川市 wuchuanshi.x.com 吴川市
828=>广东-湛江-遂溪县 suixixian2.x.com 遂溪县
829=>广东-湛江-徐闻县 xuwenxian.x.com 徐闻县
830=>广东-肇庆-肇庆市 zhaoqingshi.x.com 肇庆市
831=>广东-肇庆-高要市 gaoyaoshi.x.com 高要市
832=>广东-肇庆-四会市 sihuishi.x.com 四会市
833=>广东-肇庆-广宁县 guangningxian.x.com 广宁县
834=>广东-肇庆-怀集县 huaijixian.x.com 怀集县
835=>广东-肇庆-封开县 fengkaixian.x.com 封开县
836=>广东-肇庆-德庆县 deqingxian.x.com 德庆县
837=>广东-中山-石岐街道 shiqijiedao.x.com 石岐街道
838=>广东-中山-东区街道 dongqujiedao.x.com 东区街道
839=>广东-中山-西区街道 xiqujiedao.x.com 西区街道
840=>广东-中山-环城街道 huanchengjiedao.x.com 环城街道
841=>广东-中山-中山港街道 zhongshangangjiedao.x.com 中山港街道
842=>广东-中山-五桂山街道 wuguishanjiedao.x.com 五桂山街道
843=>广东-珠海-香洲区 xiangzhouqu.x.com 香洲区
844=>广东-珠海-斗门区 doumenqu.x.com 斗门区
845=>广东-珠海-金湾区 jinwanqu.x.com 金湾区
3318=>重庆-重庆-合川区 hechuanqu.x.com 合川区
3319=>重庆-重庆-江津区 jiangjinqu.x.com 江津区
3320=>重庆-重庆-南川区 nanchuanqu.x.com 南川区
3321=>重庆-重庆-永川区 yongchuanqu.x.com 永川区
3322=>重庆-重庆-南岸区 nananqu.x.com 南岸区
3323=>重庆-重庆-渝北区 yubeiqu.x.com 渝北区
3324=>重庆-重庆-万盛区 wanshengqu.x.com 万盛区
3325=>重庆-重庆-大渡口区 dadukouqu.x.com 大渡口区
3326=>重庆-重庆-万州区 wanzhouqu.x.com 万州区
3327=>重庆-重庆-北碚区 beibeiqu.x.com 北碚区
3328=>重庆-重庆-沙坪坝区 shapingbaqu.x.com 沙坪坝区
3329=>重庆-重庆-巴南区 bananqu.x.com 巴南区
3330=>重庆-重庆-涪陵区 fulingqu.x.com 涪陵区
3331=>重庆-重庆-江北区 jiangbeiqu2.x.com 江北区
3332=>重庆-重庆-九龙坡区 jiulongpoqu.x.com 九龙坡区
3333=>重庆-重庆-渝中区 yuzhongqu.x.com 渝中区
3334=>重庆-重庆-黔江开发区 qianjiangkaifaqu.x.com 黔江开发区
3335=>重庆-重庆-长寿区 zhangshouqu.x.com 长寿区
3336=>重庆-重庆-双桥区 shuangqiaoqu2.x.com 双桥区
3337=>重庆-重庆-綦江县 qijiangxian.x.com 綦江县
3338=>重庆-重庆-潼南县 tongnanxian.x.com 潼南县
3339=>重庆-重庆-铜梁县 tongliangxian.x.com 铜梁县
3340=>重庆-重庆-大足县 dazuxian.x.com 大足县
3341=>重庆-重庆-荣昌县 rongchangxian.x.com 荣昌县
3342=>重庆-重庆-璧山县 bishanxian.x.com 璧山县
3343=>重庆-重庆-垫江县 dianjiangxian.x.com 垫江县
3344=>重庆-重庆-武隆县 wulongxian.x.com 武隆县
3345=>重庆-重庆-丰都县 fengdouxian.x.com 丰都县
3346=>重庆-重庆-城口县 chengkouxian.x.com 城口县
3347=>重庆-重庆-梁平县 liangpingxian.x.com 梁平县
3348=>重庆-重庆-开县 kaixian.x.com 开县
3349=>重庆-重庆-巫溪县 wuxixian.x.com 巫溪县
3350=>重庆-重庆-巫山县 wushanxian2.x.com 巫山县
3351=>重庆-重庆-奉节县 fengjiexian.x.com 奉节县
3352=>重庆-重庆-云阳县 yunyangxian.x.com 云阳县
3353=>重庆-重庆-忠县 zhongxian.x.com 忠县
3354=>重庆-重庆-石柱 shizhu.x.com 石柱
3355=>重庆-重庆-彭水 pengshui.x.com 彭水
3356=>重庆-重庆-酉阳 youyang.x.com 酉阳
3357=>重庆-重庆-秀山 xiushan.x.com 秀山
34=>安徽-巢湖 chaohu.x.com 巢湖
40=>安徽-黄山 huangshan.x.com 黄山
48=>北京-北京 beijing2.x.com 北京
60=>甘肃-定西 dingxi.x.com 定西
61=>甘肃-甘南 gannan.x.com 甘南
62=>甘肃-嘉峪关 jiayuguan.x.com 嘉峪关
63=>甘肃-金昌 jinchang.x.com 金昌
64=>甘肃-酒泉 jiuquan.x.com 酒泉
65=>甘肃-临夏 linxia.x.com 临夏
66=>甘肃-陇南 longnan.x.com 陇南
67=>甘肃-平凉 pingliang.x.com 平凉
68=>甘肃-庆阳 qingyang.x.com 庆阳
70=>甘肃-武威 wuwei.x.com 武威
95=>广西-百色 baise.x.com 百色
97=>广西-崇左 chongzuo.x.com 崇左
98=>广西-防城港 fangchenggang.x.com 防城港
99=>广西-贵港 guigang.x.com 贵港
100=>广西-河池 hechi.x.com 河池
101=>广西-贺州 hezhou.x.com 贺州
102=>广西-来宾 laibin.x.com 来宾
104=>广西-钦州 qinzhou.x.com 钦州
105=>广西-梧州 wuzhou.x.com 梧州
109=>贵州-毕节 bijie.x.com 毕节
111=>贵州-黔东南 qiandongnan.x.com 黔东南
112=>贵州-黔南 qiannan.x.com 黔南
118=>海南-白沙 baisha.x.com 白沙
119=>海南-保亭 baoting.x.com 保亭
120=>海南-昌江 changjiang.x.com 昌江
121=>海南-澄迈县 chengmaixian.x.com 澄迈县
122=>海南-定安县 dinganxian.x.com 定安县
123=>海南-东方 dongfang.x.com 东方
124=>海南-乐东 ledong.x.com 乐东
125=>海南-临高县 lingaoxian.x.com 临高县
126=>海南-陵水 lingshui.x.com 陵水
127=>海南-琼海 qionghai.x.com 琼海
128=>海南-琼中 qiongzhong.x.com 琼中
129=>海南-屯昌县 tunchangxian.x.com 屯昌县
130=>海南-万宁 wanning.x.com 万宁
131=>海南-文昌 wenchang.x.com 文昌
132=>海南-五指山 wuzhishan.x.com 五指山
133=>海南-儋州 danzhou.x.com 儋州
165=>黑龙江-大兴安岭 daxinganling.x.com 大兴安岭
166=>黑龙江-鹤岗 hegang.x.com 鹤岗
168=>黑龙江-鸡西 jixi.x.com 鸡西
171=>黑龙江-七台河 qitaihe.x.com 七台河
173=>黑龙江-双鸭山 shuangyashan.x.com 双鸭山
175=>黑龙江-伊春 yichun.x.com 伊春
181=>湖北-荆门 jingmen.x.com 荆门
184=>湖北-神农架林区 shennongjialinqu.x.com 神农架林区
187=>湖北-天门 tianmen.x.com 天门
189=>湖北-襄樊 xiangfan.x.com 襄樊
201=>湖南-湘潭 xiangtan.x.com 湘潭
202=>湖南-湘西 xiangxi.x.com 湘西
206=>湖南-株洲 zhuzhou.x.com 株洲
243=>辽宁-本溪 benxi.x.com 本溪
244=>辽宁-朝阳 chaoyang.x.com 朝阳
247=>辽宁-阜新 fuxin.x.com 阜新
255=>内蒙古-阿拉善盟 alashanmeng.x.com 阿拉善盟
256=>内蒙古-巴彦淖尔盟 bayannaoermeng.x.com 巴彦淖尔盟
262=>内蒙古-乌海 wuhai.x.com 乌海
263=>内蒙古-乌兰察布市 wulanchabushi.x.com 乌兰察布市
264=>内蒙古-锡林郭勒盟 xilinguoleimeng.x.com 锡林郭勒盟
265=>内蒙古-兴安盟 xinganmeng.x.com 兴安盟
267=>宁夏-固原 guyuan.x.com 固原
268=>宁夏-石嘴山 shizuishan.x.com 石嘴山
269=>宁夏-吴忠 wuzhong.x.com 吴忠
270=>宁夏-中卫 zhongwei.x.com 中卫
272=>青海-果洛 guoluo.x.com 果洛
273=>青海-海北 haibei.x.com 海北
274=>青海-海东 haidong.x.com 海东
275=>青海-海南 hainan2.x.com 海南
276=>青海-海西 haixi.x.com 海西
277=>青海-黄南 huangnan.x.com 黄南
303=>山西-朔州 shuozhou.x.com 朔州
304=>山西-忻州 xinzhou.x.com 忻州
317=>上海-上海 shanghai2.x.com 上海
320=>四川-阿坝 aba.x.com 阿坝
324=>四川-甘孜 ganzi.x.com 甘孜
328=>四川-凉山 liangshan.x.com 凉山
329=>四川-眉山 meishan.x.com 眉山
336=>四川-资阳 ziyang.x.com 资阳
339=>天津-天津 tianjin2.x.com 天津
340=>西藏-拉萨 lasa.x.com 拉萨
342=>西藏-昌都 changdou.x.com 昌都
343=>西藏-林芝 linzhi.x.com 林芝
344=>西藏-那曲 naqu.x.com 那曲
345=>西藏-日喀则 rikaze.x.com 日喀则
346=>西藏-山南 shannan.x.com 山南
348=>新疆-阿克苏 akesu.x.com 阿克苏
349=>新疆-阿拉尔 alaer.x.com 阿拉尔
350=>新疆-巴音郭楞 bayinguoleng.x.com 巴音郭楞
